...1,A_YEAR,C_COW_ALPHA,D_INTERVIEW,Q260,X003R,Q275R,Q112,Q113,Q114,Q115,Q116,Q117,Country Code,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA
5681,2020,GUA,320070433,2,3,2,10,3,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5682,2020,GUA,320070434,2,3,3,10,3,2,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5683,2020,GUA,320070435,2,4,2,6,2,1,2,NA,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5684,2020,GUA,320070436,2,3,2,10,1,2,1,1,1,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5685,2020,GUA,320070437,2,3,2,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5686,2020,GUA,320070438,2,3,2,10,3,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5687,2020,GUA,320070439,2,3,2,5,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5688,2020,GUA,320070440,2,4,2,9,4,4,4,3,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5689,2020,GUA,320070441,2,4,1,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5690,2020,GUA,320070442,2,3,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5691,2020,GUA,320070443,2,3,1,10,3,3,2,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5692,2020,GUA,320070444,2,3,1,10,4,2,4,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5693,2020,GUA,320070445,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5694,2020,GUA,320070446,2,3,1,4,2,3,2,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5695,2020,GUA,320070447,2,4,3,10,3,3,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5696,2020,GUA,320070448,2,3,3,8,1,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5697,2020,GUA,320070449,2,4,1,10,1,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5698,2020,GUA,320070450,2,3,3,7,3,2,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5699,2020,GUA,320070451,2,4,2,10,2,3,2,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5700,2020,GUA,320070452,2,4,3,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5701,2020,GUA,320070453,2,3,3,8,3,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5702,2020,GUA,320070454,2,3,3,10,4,3,3,3,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5703,2020,GUA,320070455,2,4,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5704,2020,GUA,320070456,2,3,3,6,2,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5705,2020,GUA,320070457,2,4,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5706,2020,GUA,320070458,2,4,3,10,4,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5707,2020,GUA,320070459,2,4,3,10,3,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5708,2020,GUA,320070460,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5709,2020,GUA,320070461,2,4,2,10,3,3,3,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5710,2020,GUA,320070462,2,4,2,10,1,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5711,2020,GUA,320070463,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5712,2020,GUA,320070464,2,4,1,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5713,2020,GUA,320070465,2,3,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5714,2020,GUA,320070466,2,3,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5715,2020,GUA,320070467,2,4,1,5,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5716,2020,GUA,320070468,2,3,2,7,3,3,3,3,NA,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5717,2020,GUA,320070469,2,3,3,8,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5718,2020,GUA,320070470,2,3,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5719,2020,GUA,320070471,2,4,3,10,3,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5720,2020,GUA,320070472,2,3,1,6,2,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5721,2020,GUA,320070473,2,3,3,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5722,2020,GUA,320070474,2,3,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5723,2020,GUA,320070475,2,3,2,7,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5724,2020,GUA,320070476,2,3,2,10,3,3,3,3,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5725,2020,GUA,320070477,2,3,3,9,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5726,2020,GUA,320070478,2,4,2,10,2,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5727,2020,GUA,320070479,2,3,1,9,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5728,2020,GUA,320070480,2,3,3,10,3,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5729,2020,GUA,320070481,2,3,2,6,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5730,2020,GUA,320070482,2,4,3,4,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5731,2020,GUA,320070483,2,3,-2,10,2,3,1,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5732,2020,GUA,320070484,2,3,3,9,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5733,2020,GUA,320070485,2,3,2,10,2,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5734,2020,GUA,320070486,2,3,2,10,4,4,4,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5735,2020,GUA,320070487,2,3,1,10,1,4,2,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5736,2020,GUA,320070488,2,4,1,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5737,2020,GUA,320070489,2,3,3,9,3,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5738,2020,GUA,320070490,2,4,3,10,4,4,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5739,2020,GUA,320070491,2,4,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5740,2020,GUA,320070492,2,3,3,10,3,2,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5741,2020,GUA,320070493,2,4,1,8,4,NA,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5742,2020,GUA,320070494,2,3,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5743,2020,GUA,320070495,2,4,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5744,2020,GUA,320070496,2,3,3,10,2,3,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5745,2020,GUA,320070497,2,3,3,9,3,2,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5746,2020,GUA,320070498,2,4,3,10,4,4,4,2,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5747,2020,GUA,320070499,2,3,2,10,4,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5748,2020,GUA,320070500,2,3,3,10,4,4,4,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5749,2020,GUA,320070501,2,4,3,8,3,2,2,1,1,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5750,2020,GUA,320070502,2,4,3,10,4,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5751,2020,GUA,320070503,2,3,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5752,2020,GUA,320070504,2,4,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5753,2020,GUA,320070505,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5754,2020,GUA,320070506,2,4,2,10,4,3,4,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5755,2020,GUA,320070507,2,3,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5756,2020,GUA,320070508,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5757,2020,GUA,320070509,2,3,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5758,2020,GUA,320070510,2,3,3,10,3,NA,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5759,2020,GUA,320070511,2,3,1,10,3,2,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5760,2020,GUA,320070512,2,3,3,10,3,4,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5761,2020,GUA,320070513,2,3,3,10,3,3,3,1,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5762,2020,GUA,320070514,2,3,1,10,4,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5763,2020,GUA,320070515,2,3,2,10,3,3,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5764,2020,GUA,320070516,2,3,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5765,2020,GUA,320070517,2,4,3,9,2,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5766,2020,GUA,320070518,2,4,3,10,4,4,4,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5767,2020,GUA,320070519,2,3,2,10,2,2,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5768,2020,GUA,320070520,2,3,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5769,2020,GUA,320070521,2,4,1,10,3,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5770,2020,GUA,320070522,2,3,1,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5771,2020,GUA,320070523,2,4,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5772,2020,GUA,320070524,2,4,2,7,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5773,2020,GUA,320070525,2,4,2,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5774,2020,GUA,320070526,2,3,1,10,4,3,3,3,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5775,2020,GUA,320070527,2,3,1,10,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5776,2020,GUA,320070528,2,3,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5777,2020,GUA,320070529,2,4,1,9,3,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5778,2020,GUA,320070530,2,3,3,10,3,3,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5779,2020,GUA,320070531,2,4,3,10,4,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5780,2020,GUA,320070532,2,3,2,10,4,3,4,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5781,2020,GUA,320070533,2,3,3,10,3,2,1,1,1,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5782,2020,GUA,320070534,2,3,3,10,3,3,NA,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5783,2020,GUA,320070535,2,3,2,8,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5784,2020,GUA,320070536,2,3,1,10,2,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5785,2020,GUA,320070537,2,3,2,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5786,2020,GUA,320070538,2,4,3,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5787,2020,GUA,320070539,2,4,1,10,3,4,4,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5788,2020,GUA,320070540,2,6,1,10,4,3,4,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5789,2020,GUA,320070541,2,6,2,10,4,4,4,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5790,2020,GUA,320070542,2,6,3,10,3,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5791,2020,GUA,320070543,2,6,1,9,3,3,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5792,2020,GUA,320070544,2,6,1,10,3,3,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5793,2020,GUA,320070545,2,6,-2,10,3,4,4,1,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5794,2020,GUA,320070546,2,5,3,8,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5795,2020,GUA,320070547,2,6,1,10,3,3,2,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5796,2020,GUA,320070548,2,6,1,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5797,2020,GUA,320070549,2,5,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5798,2020,GUA,320070550,2,6,1,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5799,2020,GUA,320070551,2,5,1,10,4,NA,4,2,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5800,2020,GUA,320070552,2,5,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5801,2020,GUA,320070553,2,5,3,8,3,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5802,2020,GUA,320070554,2,6,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5803,2020,GUA,320070555,2,6,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5804,2020,GUA,320070556,2,5,2,5,4,3,3,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5805,2020,GUA,320070557,2,6,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5806,2020,GUA,320070558,2,5,1,10,3,2,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5807,2020,GUA,320070559,2,5,3,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5808,2020,GUA,320070560,2,5,2,10,4,4,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5809,2020,GUA,320070561,2,6,1,10,3,3,3,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5810,2020,GUA,320070562,2,6,3,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5811,2020,GUA,320070563,2,6,1,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5812,2020,GUA,320070564,2,6,3,10,2,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5813,2020,GUA,320070565,2,6,3,10,2,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5814,2020,GUA,320070566,2,5,2,7,1,1,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5815,2020,GUA,320070567,2,6,1,9,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5816,2020,GUA,320070568,2,6,3,10,3,3,3,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5817,2020,GUA,320070569,2,5,1,6,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5818,2020,GUA,320070570,2,6,1,10,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5819,2020,GUA,320070571,2,6,-2,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5820,2020,GUA,320070572,2,5,1,5,2,2,NA,4,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5821,2020,GUA,320070573,2,6,-2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5822,2020,GUA,320070574,2,6,3,10,3,2,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5823,2020,GUA,320070575,2,5,1,10,2,2,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5824,2020,GUA,320070576,2,6,-2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5825,2020,GUA,320070577,2,6,1,8,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5826,2020,GUA,320070578,2,6,1,10,3,3,2,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5827,2020,GUA,320070579,2,5,2,8,4,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5828,2020,GUA,320070580,2,6,1,6,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5829,2020,GUA,320070581,2,5,3,10,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5830,2020,GUA,320070582,2,6,1,6,2,2,2,2,1,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5831,2020,GUA,320070583,2,6,-2,10,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5832,2020,GUA,320070584,2,5,2,10,4,4,3,2,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5833,2020,GUA,320070585,2,6,2,10,3,3,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5834,2020,GUA,320070586,2,5,3,8,4,4,4,4,4,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5835,2020,GUA,320070587,2,6,1,8,2,2,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5836,2020,GUA,320070588,2,5,1,8,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5837,2020,GUA,320070589,2,4,3,10,2,2,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5838,2020,GUA,320070590,2,4,3,10,3,2,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5839,2020,GUA,320070591,2,5,3,10,3,3,2,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5840,2020,GUA,320070592,2,4,1,10,3,3,3,3,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5841,2020,GUA,320070593,2,4,2,8,3,2,4,4,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5842,2020,GUA,320070594,2,4,2,10,3,3,3,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5843,2020,GUA,320070595,2,4,3,10,2,3,3,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5844,2020,GUA,320070596,2,5,1,10,NA,NA,NA,NA,NA,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5845,2020,GUA,320070597,2,5,1,9,2,2,2,2,2,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
5846,2020,GUA,320070598,2,4,1,9,3,3,NA,3,3,GTM,Guatemala,77719464221,1.292303891,-1.785551945,0.053289218,9.955089967,-1.134097815,..
